old_section,old_title,start_line,end_line,source_lines,rewrite_pass,source_role,locked_marker,rationale_present,migration,target,migration_status,notes
361,Initial Logical Operators,11357,11386,30,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
362,LogicalGet,11387,11422,36,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
363,LogicalValues,11423,11450,28,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
364,LogicalFilter,11451,11474,24,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
365,LogicalProject,11475,11497,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
366,LogicalJoin,11498,11532,35,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
367,Join Predicate Decomposition,11533,11559,27,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
368,Outer Join Semantics,11560,11585,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
369,LogicalAggregate,11586,11608,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
370,LogicalSort,11609,11633,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
371,LogicalLimit,11634,11650,17,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
372,LogicalInsert,11651,11675,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
373,LogicalUpdate,11676,11701,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
374,LogicalDelete,11702,11719,18,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
375,Hidden System Slots,11720,11741,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
376,CREATE TABLE Binding,11742,11769,28,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
377,PRIMARY KEY Semantics,11770,11789,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
378,CREATE INDEX Binding,11790,11812,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
379,CREATE INDEX Execution Semantics,11813,11837,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
380,DROP Semantics,11838,11851,14,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
381,DDL Concurrency,11852,11873,22,11,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
382,Catalog Transaction Visibility,11874,11890,17,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
383,Statement Binding Snapshot,11891,11910,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
384,INSERT Binding,11911,11935,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
385,Default Expressions,11936,11956,21,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
386,UPDATE Binding,11957,11982,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
387,DELETE Binding,11983,12004,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
388,RETURNING,12005,12029,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
389,Constant Folding,12030,12055,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
390,Boolean Simplification,12056,12075,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
391,Predicate Pushdown,12076,12097,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
392,Projection Pruning,12098,12120,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
393,Expression Canonicalization,12121,12140,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
394,Logical Join Graph,12141,12158,18,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
395,Logical Plan Construction for SELECT,12159,12190,32,11,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
396,SELECT Without FROM,12191,12212,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
397,INNER JOIN Binding,12213,12234,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
398,LEFT JOIN Binding,12235,12260,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
399,CROSS JOIN,12261,12276,16,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
400,NATURAL / USING JOIN,12277,12293,17,11,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
401,Subquery Binding,12294,12323,30,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
402,Scalar Subquery Semantics,12324,12345,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
403,EXISTS,12346,12362,17,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
404,IN Subquery,12363,12388,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
405,Common Table Expressions,12389,12400,12,11,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
406,Expression Evaluation Contract,12401,12419,19,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
407,Expression Nullability Metadata,12420,12443,24,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
408,Expression Lineage,12444,12465,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
409,Logical Properties,12466,12486,21,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
410,Constraint-Derived Logical Properties,12487,12511,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
411,Logical Plan Validation,12512,12532,21,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
412,EXPLAIN Logical Output,12533,12563,31,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §40 — Observability and EXPLAIN,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
413,Error Model,12564,12590,27,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §39 — Error and Corruption Model,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
414,Parser Error Recovery,12591,12609,19,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
415,SQL Grammar Testing,12610,12643,34,11,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),PENDING,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation.
416,Binder Tests,12644,12677,34,11,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),PENDING,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation.
417,Type-System Property Tests,12678,12702,25,11,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),PENDING,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation.
418,Catalog Tests,12703,12724,22,11,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),PENDING,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation.
419,Logical Planner Tests,12725,12766,42,11,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),PENDING,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation.
420,Logical Rewrite Tests,12767,12796,30,11,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),PENDING,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation.
421,Catalog / Front-End Benchmarks,12797,12818,22,11,PERFORMANCE_VERIFICATION,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §42 — Performance Requirements + VERIFICATION.md (proposed),PENDING,Keep required performance properties/metrics; move benchmark procedures/checklists to verification documentation.
422,Parser/AST Memory Benchmark,12819,12837,19,11,PERFORMANCE_VERIFICATION,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §42 — Performance Requirements + VERIFICATION.md (proposed),PENDING,Keep required performance properties/metrics; move benchmark procedures/checklists to verification documentation.
423,Front-End Fuzzing,12838,12861,24,11,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),PENDING,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation.
424,Supported SQL v1 Target,12862,12913,52,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
425,Deliberately Deferred SQL Features,12914,12954,41,11,DEFERRED_SCOPE,yes,no,CONSOLIDATE,ARCHITECTURE_NEW.md §C — Deferred Features and Future Experiments,PENDING,Preserve explicitly deferred functionality as a scope boundary and consolidate it by subsystem.
426,High-Reward Future Front-End Features,12955,12978,24,11,FUTURE_EXPERIMENTS / RATIONALE,yes,no,CONSOLIDATE,ARCHITECTURE_NEW.md §C — Deferred Features and Future Experiments,PENDING,Preserve future experiment ideas without presenting them as current v1 requirements.
427,Front-End / Logical-Layer Invariants,12979,13012,34,11,ARCHITECTURAL_INVARIANTS,yes,no,MERGE_AND_DEDUPLICATE,ARCHITECTURE_NEW.md §B — Global Invariants,PENDING,Preserve every invariant; colocate subsystem-specific invariants with their owning chapters where useful.
428,Recommended Module Layout for the Upper Layer,13013,13088,76,11,IMPLEMENTATION_GUIDANCE / SOURCE_LAYOUT,yes,no,MOVE_OUT_OR_SPLIT,DEVELOPMENT.md (proposed); subsystem-boundary constraints stay in architecture,PENDING,Exact filenames/source trees are implementation guidance; preserve only architectural boundaries in the contract.
429,Implementation Order for Catalog + SQL Front End,13089,13164,76,11,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),PENDING,Implementation sequence and milestone targets are project planning rather than system architecture.
430,Upper-Layer Milestone 1,13165,13203,39,11,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),PENDING,Implementation sequence and milestone targets are project planning rather than system architecture.
431,Upper-Layer Milestone 2,13204,13229,26,11,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),PENDING,Implementation sequence and milestone targets are project planning rather than system architecture.
432,Upper-Layer Milestone 3,13230,13257,28,11,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),PENDING,Implementation sequence and milestone targets are project planning rather than system architecture.
433,Architecture Status After Upper Semantic Layer,13258,13317,60,11,PROJECT_STATE + ARCHITECTURE_SUMMARY,yes,no,SPLIT_AND_MOVE,PROJECT_STATE.md + ARCHITECTURE_NEW.md §2 — System Architecture and Dependency Model where a unique end-to-end architecture summary remains useful,PENDING,Remove historical progress/status language; retain only unique architectural summaries/diagrams.
434,Vectorized Physical Execution Engine Contract,13318,13364,47,12,SUBSYSTEM_CONTRACT_INTRODUCTION,yes,no,MERGE_INTO_PART_INTRODUCTION,ARCHITECTURE_NEW.md §22 — Physical Plan and Runtime Operator Model,PENDING,Use as subsystem framing; do not retain a second independent contract layer.
435,Physical Plan vs Runtime Operator State,13365,13389,25,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §22 — Physical Plan and Runtime Operator Model,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
436,Physical Plan Node Contract,13390,13409,20,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §22 — Physical Plan and Runtime Operator Model,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
437,Initial Physical Operators,13410,13453,44,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §22 — Physical Plan and Runtime Operator Model,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
438,DataChunk,13454,13493,40,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
439,Why 1024 Rows,13494,13522,29,12,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
440,Vector Kinds,13523,13571,49,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
441,Flat Numeric Vector Layout,13572,13610,39,12,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
442,Validity Mask,13611,13642,32,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
443,SelectionVector,13643,13677,35,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
444,Dictionary Composition,13678,13701,24,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
445,UnifiedVectorFormat,13702,13737,36,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
446,VARCHAR Execution Representation,13738,13766,29,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
447,String Lifetime Rules,13767,13792,26,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
448,DataChunk StringHeap,13793,13811,19,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
449,Borrowed Vectors Inside a Pipeline,13812,13832,21,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
450,Chunk Reuse,13833,13860,28,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §23 — Vectorized Data and String Representation,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
451,Execution Row Layout,13861,13906,46,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §24 — Query Memory, Row Storage, and Spill",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
452,RowCollection,13907,13935,29,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §24 — Query Memory, Row Storage, and Spill",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
453,Query Arena,13936,13961,26,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §24 — Query Memory, Row Storage, and Spill",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
454,QueryMemoryManager,13962,13993,32,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §24 — Query Memory, Row Storage, and Spill",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
455,Memory Reservations,13994,14025,32,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §24 — Query Memory, Row Storage, and Spill",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
456,Memory Pressure Protocol,14026,14043,18,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §24 — Query Memory, Row Storage, and Spill",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
457,SpillManager,14044,14077,34,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §24 — Query Memory, Row Storage, and Spill",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
458,Spill Block Format,14078,14101,24,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §24 — Query Memory, Row Storage, and Spill",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
459,Spill I/O Pattern,14102,14126,25,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §24 — Query Memory, Row Storage, and Spill",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
460,Expression Executor,14127,14143,17,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §25 — Vectorized Expression Execution,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
461,Vectorized Arithmetic Kernels,14144,14172,29,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §25 — Vectorized Expression Execution,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
462,Vectorized Comparison Kernels,14173,14193,21,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §25 — Vectorized Expression Execution,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
463,AND / OR Short-Circuiting,14194,14223,30,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §25 — Vectorized Expression Execution,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
464,Physical Pipeline Model,14224,14259,36,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §26 — Pipeline Execution Model,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
465,Pipeline Roles,14260,14306,47,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §26 — Pipeline Execution Model,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
466,Physical Plan to Pipeline Graph,14307,14335,29,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §26 — Pipeline Execution Model,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
467,Pipeline Runtime Interfaces,14336,14365,30,12,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §26 — Pipeline Execution Model,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
