old_section,old_title,start_line,end_line,source_lines,rewrite_pass,source_role,locked_marker,rationale_present,migration,target,migration_status,notes
296,Implementation Order for the Transaction/Durability Core,9459,9539,81,9,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),PENDING,Implementation sequence and milestone targets are project planning rather than system architecture.
297,Transaction/Durability Milestone 1,9540,9561,22,9,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),PENDING,Implementation sequence and milestone targets are project planning rather than system architecture.
298,Transaction/Durability Milestone 2,9562,9580,19,9,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),PENDING,Implementation sequence and milestone targets are project planning rather than system architecture.
299,Transaction/Durability Milestone 3,9581,9600,20,9,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),PENDING,Implementation sequence and milestone targets are project planning rather than system architecture.
300,Architecture Status After This Section,9601,9653,53,9,PROJECT_STATE + ARCHITECTURE_SUMMARY,yes,no,SPLIT_AND_MOVE,PROJECT_STATE.md + ARCHITECTURE_NEW.md §2 — System Architecture and Dependency Model where a unique end-to-end architecture summary remains useful,PENDING,Remove historical progress/status language; retain only unique architectural summaries/diagrams.
301,"Catalog, SQL Front End, Binder, Expression, and Logical Plan Contract",9654,9695,42,10,SUBSYSTEM_CONTRACT_INTRODUCTION,yes,no,MERGE_INTO_PART_INTRODUCTION,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Use as subsystem framing; do not retain a second independent contract layer.
302,Upper-Layer Dependency Direction,9696,9737,42,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
303,Catalog Philosophy,9738,9774,37,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
304,Database Namespace Model,9775,9803,29,10,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
305,Catalog Object Identifiers,9804,9824,21,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
306,Catalog System Tables,9825,9920,96,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
307,Catalog Bootstrap,9921,9945,25,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
308,Catalog Cache,9946,9965,20,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
309,Catalog Descriptor Lifetime,9966,9986,21,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
310,Schema Versioning,9987,10010,24,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
311,Column Identity vs Position,10011,10043,33,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
312,SQL Type System,10044,10072,29,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
313,LogicalType Representation,10073,10104,32,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
314,NULL Is Not an Ordinary Runtime Type,10105,10131,27,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
315,Type Promotion,10132,10158,27,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
316,String Coercion Policy,10159,10178,20,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
317,Boolean Context,10179,10194,16,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
318,SQL Three-Valued Logic,10195,10224,30,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
319,Comparison and NULL,10225,10266,42,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
320,Initial Cast Model,10267,10298,32,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
321,Type Resolution API,10299,10325,27,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
322,SQL Value Representation,10326,10354,29,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
323,Lexer,10355,10373,19,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
324,Lexer Token Classes,10374,10400,27,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
325,Identifier Case Rules,10401,10438,38,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
326,SQL String Literals,10439,10460,22,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
327,Numeric Literal Lexing,10461,10486,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
328,Comments,10487,10508,22,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
329,Source Locations,10509,10527,19,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
330,Parser Architecture,10528,10559,32,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
331,Initial SQL Statement Set,10560,10593,34,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
332,Initial SELECT Grammar Surface,10594,10633,40,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
333,Subqueries,10634,10654,21,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
334,AST Philosophy,10655,10686,32,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
335,AST Ownership,10687,10703,17,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
336,Expression Precedence,10704,10732,29,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
337,Binder Responsibilities,10733,10768,36,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
338,Binding Context / Scope,10769,10809,41,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
339,Bound Column Reference,10810,10834,25,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
340,Unqualified Column Resolution,10835,10860,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
341,Qualified Column Resolution,10861,10881,21,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
342,SELECT * Expansion,10882,10907,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
343,Output Names,10908,10930,23,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
344,Expression IR,10931,10965,35,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
345,Expression Immutability,10966,10984,19,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
346,Expression Ownership,10985,10996,12,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
347,Operator Registry,10997,11019,23,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
348,Function Registry,11020,11045,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
349,Function Volatility,11046,11071,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
350,Aggregate Expressions,11072,11101,30,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
351,Aggregate Query Semantics,11102,11127,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
352,HAVING,11128,11155,28,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
353,ORDER BY Resolution,11156,11186,31,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
354,LIMIT / OFFSET,11187,11211,25,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
355,DISTINCT,11212,11229,18,10,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
356,CASE,11230,11253,24,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
357,IN List,11254,11279,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
358,Parameters,11280,11298,19,10,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
359,Logical Plan Node Contract,11299,11326,28,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
360,Logical Plan Slot Identity,11327,11356,30,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
361,Initial Logical Operators,11357,11386,30,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
362,LogicalGet,11387,11422,36,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
363,LogicalValues,11423,11450,28,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
364,LogicalFilter,11451,11474,24,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
365,LogicalProject,11475,11497,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
366,LogicalJoin,11498,11532,35,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
367,Join Predicate Decomposition,11533,11559,27,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
368,Outer Join Semantics,11560,11585,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
369,LogicalAggregate,11586,11608,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
370,LogicalSort,11609,11633,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
371,LogicalLimit,11634,11650,17,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
372,LogicalInsert,11651,11675,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
373,LogicalUpdate,11676,11701,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
374,LogicalDelete,11702,11719,18,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
375,Hidden System Slots,11720,11741,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
376,CREATE TABLE Binding,11742,11769,28,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
377,PRIMARY KEY Semantics,11770,11789,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
378,CREATE INDEX Binding,11790,11812,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
379,CREATE INDEX Execution Semantics,11813,11837,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
380,DROP Semantics,11838,11851,14,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
381,DDL Concurrency,11852,11873,22,11,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
382,Catalog Transaction Visibility,11874,11890,17,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
383,Statement Binding Snapshot,11891,11910,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
384,INSERT Binding,11911,11935,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
385,Default Expressions,11936,11956,21,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
386,UPDATE Binding,11957,11982,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
387,DELETE Binding,11983,12004,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
388,RETURNING,12005,12029,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
389,Constant Folding,12030,12055,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
390,Boolean Simplification,12056,12075,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
391,Predicate Pushdown,12076,12097,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
392,Projection Pruning,12098,12120,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
393,Expression Canonicalization,12121,12140,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
394,Logical Join Graph,12141,12158,18,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
395,Logical Plan Construction for SELECT,12159,12190,32,11,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
396,SELECT Without FROM,12191,12212,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
397,INNER JOIN Binding,12213,12234,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
398,LEFT JOIN Binding,12235,12260,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
399,CROSS JOIN,12261,12276,16,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
400,NATURAL / USING JOIN,12277,12293,17,11,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
401,Subquery Binding,12294,12323,30,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
402,Scalar Subquery Semantics,12324,12345,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
403,EXISTS,12346,12362,17,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
404,IN Subquery,12363,12388,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
405,Common Table Expressions,12389,12400,12,11,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",PENDING,Preserve normative semantics; reorganize into the canonical subsystem chapter.
