old_section,old_title,start_line,end_line,source_lines,rewrite_pass,source_role,locked_marker,rationale_present,migration,target,migration_status,notes
308,Catalog Cache,9946,9965,20,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Immutable catalog cache and invalidation/replace semantics migrated to §16.10.
309,Catalog Descriptor Lifetime,9966,9986,21,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Descriptor lifetime/stable immutable ownership guarantee migrated to §16.10.
310,Schema Versioning,9987,10010,24,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,MIGRATED_INTEGRATION_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Monotonic committed schema versions and historical interpretation migrated to §§16.7/5.13 and integrated with vacuum.
311,Column Identity vs Position,10011,10043,33,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §16 — Catalog and Schema Metadata,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. ColumnId versus physical/logical position distinction migrated to §16.8.
312,SQL Type System,10044,10072,29,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Initial SQL scalar kinds plus binder-only UNKNOWN migrated to §§17.2–17.3.
313,LogicalType Representation,10073,10104,32,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Compact value-like LogicalType representation migrated to §17.2.
314,NULL Is Not an Ordinary Runtime Type,10105,10131,27,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. NULL as value-state and contextual UNKNOWN-null coercion migrated to §17.3.
315,Type Promotion,10132,10158,27,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. INT32->INT64->FLOAT64 promotion/no implicit narrowing migrated to §17.5.
316,String Coercion Policy,10159,10178,20,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. No arbitrary hidden string coercion migrated to §17.6.
317,Boolean Context,10179,10194,16,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. BOOLEAN-only predicate contexts/no C truthiness migrated to §17.7.
318,SQL Three-Valued Logic,10195,10224,30,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. SQL three-valued Boolean truth semantics migrated to §17.7.
319,Comparison and NULL,10225,10266,42,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. NULL comparison and IS NULL/IS NOT NULL semantics migrated to §17.8.
320,Initial Cast Model,10267,10298,32,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Explicit CAST plus safe implicit/explicit cast policy migrated to §17.9.
321,Type Resolution API,10299,10325,27,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Central TypeResolver ownership migrated to §17.10.
322,SQL Value Representation,10326,10354,29,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §17 — SQL Type and Value System,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Generic non-hot Value representation and vectorized-hot-path exclusion migrated to §17.11.
323,Lexer,10355,10373,19,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Handwritten lexer/token payload/source-position contract migrated to §§18.1–18.2.
324,Lexer Token Classes,10374,10400,27,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Initial token classes and case-insensitive keywords migrated to §18.3.
325,Identifier Case Rules,10401,10438,38,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Unquoted lowercase normalization / quoted spelling preservation migrated to §18.4.
326,SQL String Literals,10439,10460,22,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Single-quoted string and doubled-quote escaping migrated to §18.5.
327,Numeric Literal Lexing,10461,10486,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Integer/float/exponent lexing and parser-level unary minus migrated to §18.6.
328,Comments,10487,10508,22,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Line/block comments, nested-comment deferral, unterminated-error rule migrated to §18.7/Appendix C."
329,Source Locations,10509,10527,19,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. AST source byte spans and semantic diagnostic preservation migrated to §18.8.
330,Parser Architecture,10528,10559,32,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Recursive-descent statements plus Pratt expression parser migrated to §18.9.
331,Initial SQL Statement Set,10560,10593,34,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Initial SQL statement surface and ALTER TABLE deferral migrated to §18.10/Appendix C.
332,Initial SELECT Grammar Surface,10594,10633,40,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Initial SELECT/FROM/join grammar and explicit deferred syntax migrated to §18.11.
333,Subqueries,10634,10654,21,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Initial uncorrelated subquery forms and future-correlation-compatible structure migrated to §§18.12/19.18.
334,AST Philosophy,10655,10686,32,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Syntax-only AST/name ownership migrated to §18.13.
335,AST Ownership,10687,10703,17,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Per-statement/query-batch arena AST lifetime migrated to §18.14.
336,Expression Precedence,10704,10732,29,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §18 — Lexer, Parser, and AST",MIGRATED_PASS10,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Expression precedence, parentheses, associativity clarification, and comparison-chain rejection migrated to §18.15."
337,Binder Responsibilities,10733,10768,36,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Binder responsibility/non-responsibility boundary migrated to §19.1.
338,Binding Context / Scope,10769,10809,41,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Nested binding scopes and BindingId distinct from TableId migrated to §19.2.
339,Bound Column Reference,10810,10834,25,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. BoundColumnRef stable IDs/type/nullability/span migrated to §19.3.
340,Unqualified Column Resolution,10835,10860,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Unqualified 0/1/many match resolution migrated to §19.4.1.
341,Qualified Column Resolution,10861,10881,21,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Qualified relation/column resolution and distinct errors migrated to §19.4.2.
342,SELECT * Expansion,10882,10907,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. SELECT * and relation-star expansion at binding migrated to §19.5.
343,Output Names,10908,10930,23,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Output display-name/type/nullability rules migrated to §19.5.
344,Expression IR,10931,10965,35,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Typed bound-expression kinds/return type/nullability contract migrated to §19.6.
345,Expression Immutability,10966,10984,19,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Bound-expression immutability migrated to §19.7.
346,Expression Ownership,10985,10996,12,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Arena/shared immutable expression ownership migrated to §19.7.
347,Operator Registry,10997,11019,23,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Central operator registry and binder-inserted casts migrated to §19.8.
348,Function Registry,11020,11045,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Function descriptor/registry metadata migrated to §19.9.
349,Function Volatility,11046,11071,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. IMMUTABLE/STABLE/VOLATILE classification and safe folding boundary migrated to §19.9.
350,Aggregate Expressions,11072,11101,30,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Initial aggregate set/distinct semantic aggregate nodes/placement validation migrated to §19.10.
351,Aggregate Query Semantics,11102,11127,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Aggregate-query detection and strict grouping legality migrated to §19.11.
352,HAVING,11128,11155,28,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. HAVING semantic position/allowed derivation/no v1 SELECT-alias visibility migrated to §19.12.
353,ORDER BY Resolution,11156,11186,31,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. ORDER BY expression/alias/1-based ordinal resolution priority migrated to §19.13.
354,LIMIT / OFFSET,11187,11211,25,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Nonnegative integral execution-start-constant LIMIT/OFFSET semantics migrated to §19.14; detailed logical node remains Pass 11.
355,DISTINCT,11212,11229,18,10,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. DISTINCT as explicit logical duplicate-elimination requirement migrated to §19.15; node contract remains Pass 11.
356,CASE,11230,11253,24,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Searched CASE/common result type/missing ELSE NULL migrated to §19.16.
357,IN List,11254,11279,26,10,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. IN-list dedicated node and NULL-preserving semantics migrated to §19.17.
358,Parameters,11280,11298,19,10,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §19 — Binding and Expression Semantics,MIGRATED_DEFERRED_PASS10,Preserve normative semantics; reorganize into the canonical subsystem chapter. Prepared parameters remain deferred while UNKNOWN/contextual inference compatibility is preserved in §19.19/Appendix C.
359,Logical Plan Node Contract,11299,11326,28,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Immutable logical-node contract/output schema/properties/debug representation migrated to §20.1.
360,Logical Plan Slot Identity,11327,11356,30,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Legacy logical SlotId canonicalized as query-local LogicalSlotId distinct from heap SlotId/ColumnId/BindingId in §20.2.
361,Initial Logical Operators,11357,11386,30,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Initial logical operator family migrated to §20.3.
362,LogicalGet,11387,11422,36,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalGet semantic table access/no physical access-path commitment migrated to §20.4.
363,LogicalValues,11423,11450,28,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalValues typed literal relation and SELECT-without-FROM use migrated to §§20.5/20.15.
364,LogicalFilter,11451,11474,24,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalFilter BOOLEAN child-schema-preserving semantics migrated to §20.6.
365,LogicalProject,11475,11497,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalProject output-expression/slot semantics migrated to §20.7.
366,LogicalJoin,11498,11532,35,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalJoin INNER/LEFT/CROSS semantic contract migrated to §20.8.
367,Join Predicate Decomposition,11533,11559,27,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Join predicate decomposition metadata and semantic preservation migrated to §20.8.4.
368,Outer Join Semantics,11560,11585,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LEFT JOIN right-side null-extension metadata migrated to §20.8.3.
369,LogicalAggregate,11586,11608,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_WITH_COMPLETION_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalAggregate migrated to §20.9 with explicit SQL grouping/DISTINCT equivalence.
370,LogicalSort,11609,11633,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_WITH_COMPLETION_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalSort migrated to §20.11; v1 default locked as ASC NULLS FIRST / DESC NULLS LAST.
371,LogicalLimit,11634,11650,17,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalLimit explicit limit/offset semantics migrated to §20.12.
372,LogicalInsert,11651,11675,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalInsert target/input/coercion/RETURNING semantics migrated to §20.13.2.
373,LogicalUpdate,11676,11701,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalUpdate target RID/old-value/assignment/RETURNING semantics migrated to §20.13.3.
374,LogicalDelete,11702,11719,18,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. LogicalDelete target-RID/RETURNING/one-base-target semantics migrated to §20.13.4.
375,Hidden System Slots,11720,11741,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Hidden system/RID slot semantics and pruning preservation migrated to §20.13.1.
376,CREATE TABLE Binding,11742,11769,28,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. CREATE TABLE binding validation/constraints and side-effect-free bound spec migrated to §21.6.
377,PRIMARY KEY Semantics,11770,11789,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. PRIMARY KEY=UNIQUE+NOT NULL plus separate semantic constraint/physical index migrated to §21.7.
378,CREATE INDEX Binding,11790,11812,23,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. CREATE INDEX binding/base-column keys/unique lower-layer rule migrated to §21.8.1.
379,CREATE INDEX Execution Semantics,11813,11837,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_WITH_COMPLETION_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Offline CREATE INDEX migrated to §21.8.2 with target-writer exclusion/current-state build so concurrent writes cannot be missed.
380,DROP Semantics,11838,11851,14,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_WITH_COMPLETION_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Transactional DROP and delayed physical object retirement migrated to §21.9.
381,DDL Concurrency,11852,11873,22,11,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_WITH_COMPLETION_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Coarse SchemaLock plus target-table writer gate/lock ordering migrated to §21.2 and synchronized with §15.1.1.
382,Catalog Transaction Visibility,11874,11890,17,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_WITH_COMPLETION_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Catalog MVCC/cache publication semantics migrated to §§21.3/21.10 and synchronized with §16.10.
383,Statement Binding Snapshot,11891,11910,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. READ COMMITTED statement vs REPEATABLE READ transaction catalog binding snapshot migrated to §21.3.
384,INSERT Binding,11911,11935,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. INSERT target/default/cast/canonical-column binding migrated to §21.11.
385,Default Expressions,11936,11956,21,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_WITH_GAP_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Default-expression semantic scope migrated to §21.12; exact persistent expression encoding remains R-040.
386,UPDATE Binding,11957,11982,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. UPDATE assignment binding/old-value requirements migrated to §21.13.
387,DELETE Binding,11983,12004,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. DELETE target/RID/value requirements and vacuum index-cleanup boundary migrated to §21.14.
388,RETURNING,12005,12029,25,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §21 — DDL/DML Semantic Planning and SQL v1 Scope,MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. RETURNING logical support/retry-safe external output boundary migrated to §21.15.
389,Constant Folding,12030,12055,26,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. IMMUTABLE constant folding/NULL/volatility safety migrated to §20.17.1.
390,Boolean Simplification,12056,12075,20,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. 3VL-safe conservative Boolean simplification migrated to §20.17.2.
391,Predicate Pushdown,12076,12097,22,11,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §20 — Logical Plans, Properties, and Rewrites",MIGRATED_PASS11,Preserve normative semantics; reorganize into the canonical subsystem chapter. Predicate pushdown and LEFT JOIN safety boundary migrated to §20.17.3.
